Name	Description
ENSG00000203879.7	GDI1
ENSG00000071859.10	FAM50A
ENSG00000102178.8	UBL4A
ENSG00000126903.11	SLC10A3
ENSG00000071889.12	FAM3A
ENSG00000160211.11	G6PD
ENSG00000130826.11	DKC1
ENSG00000130830.10	MPP1
ENSG00000155959.6	VBP1
ENSG00000124333.10	VAMP7
ENSG00000129824.11	RPS4Y1
ENSG00000067048.12	DDX3Y
ENSG00000185275.6	CD24P4
ENSG00000012817.11	KDM5D
ENSG00000211459.2	MT-RNR1
ENSG00000210082.2	MT-RNR2
ENSG00000198888.2	MT-ND1
ENSG00000198763.3	MT-ND2
ENSG00000198804.2	MT-CO1
ENSG00000210151.2	MT-TS1
ENSG00000198712.1	MT-CO2
ENSG00000228253.1	MT-ATP8
ENSG00000198899.2	MT-ATP6
ENSG00000198938.2	MT-CO3
ENSG00000198840.2	MT-ND3
ENSG00000212907.2	MT-ND4L
ENSG00000198886.2	MT-ND4
ENSG00000198786.2	MT-ND5
ENSG00000198695.2	MT-ND6
ENSG00000210194.1	MT-TE
ENSG00000198727.2	MT-CYB
